module_code,capacity
TDGR-279,4
TDGR-279,4
TDGR-279,3
TDGR-280A,3
TDGR-282,10
TDGR-288,3
TDGR-289,10
TDGR-289D,10
TDGR-292,15
TDGR-295,8
TDGR-296,3
TDGR-296,3
TDGR-297,2
TDGR-297,2
TDGR-297,2
TDGR-297,2
TDGR-297,2
TDGR-297,2
TDGR-299,1
TDGR-299,1
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDGR-500,7
TDHD-175,30
TDHT-010,25
TDHT-021,30
TDHT-021,15
TDHT-021,15
TDHT-109,25
TDHT-109,25
TDHT-111,24
TDMV-001,20
TDMV-001,20
TDMV-002,20
TDMV-002,20
TDMV-003,30
TDMV-011,30
TDMV-011,20
TDMV-020,20
TDMV-020,30
TDMV-110,20
TDMV-120,20
TDMV-123,30
TDMV-140,30
TDMV-140,30
TDMV-142,40
TDMV-142,30
TDMV-144,30
TDMV-144,30
TDMV-146,30
TDPF-160,30
TDPF-160,30
TDPR-006,50
TDPR-006,25
TDPR-006,25
TDPR-102,20
TDPR-104,15
TDPW-001,10
TDPW-001,10
TDPW-001,10
TDPW-001,10
TDPW-001,10
TDTR-010,25
TMC-015,20
TMC-020,16
TMC-087,16
TMC-087,16
UROL-296,5
UROL-299,5
UROL-412,10
UROL-443,10
UROL-496,10
UROL-496,10
USP-001,138
USP-001,23
USP-001,23
USP-001,23
USP-001,23
USP-001,23
USP-001,23
USP-004,17
USP-004,17
USP-015,40
USP-015,20
USP-015,20
USP-025,56
USP-050,37
USP-060,30
USP-060,15
USP-060,15
USP-125,28
USP-136,35
USP-141A,25
USP-142C,25
USP-143,200
USP-144,75
USP-150,75
USP-151,46
USP-152B,25
USP-154,5
USP-161,35
USP-165C,25
USP-169,35
USP-171,65
USP-175,25
USP-177A,21
USP-179,25
USP-185A,40
USP-185A,40
USP-185A,40
USP-185A,40
USP-186,45
USP-186,45
USP-186,45
USP-186,45
USP-186,45
USP-186,45
USP-191A,29
USP-193,33
USP-194,9999
USP-265C,5
USP-271,5
VIS-001,192
VIS-020,192
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-020,16
VIS-023,5
VIS-030,66
VIS-030,11
VIS-030,11
VIS-030,11
VIS-030,11
VIS-030,11
VIS-030,11
VIS-031,250
VIS-041,120
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-041,12
VIS-042,100
VIS-060,48
VIS-060,12
VIS-060,12
VIS-060,12
VIS-060,12
VIS-070N,66
VIS-070N,11
VIS-070N,11
VIS-070N,11
VIS-070N,11
VIS-070N,11
VIS-070N,11
VIS-080,72
VIS-080,12
VIS-080,12
VIS-080,12
VIS-080,12
VIS-080,12
VIS-080,12
VIS-085A,108
VIS-085A,18
VIS-085A,18
VIS-085A,18
VIS-085A,18
VIS-085A,18
VIS-085A,18
VIS-100,146
VIS-100A,15
VIS-103D,75
VIS-105A,30
VIS-105A,30
VIS-105B,30
VIS-105C,15
VIS-106A,25
VIS-106B,25
VIS-107A,25
VIS-107C,15
VIS-108,15
