module_code,capacity
MED-457,10
MED-457T,10
MED-463,10
MED-467,10
MED-468,10
MED-496,5
MED-496,5
MGT-003,98
MGT-004,88
MGT-004,88
MGT-005,150
MGT-005,150
MGT-012,98
MGT-012,98
MGT-016,98
MGT-016,98
MGT-016,98
MGT-016,98
MGT-016,98
MGT-016,98
MGT-018,98
MGT-018,98
MGT-018,98
MGT-045,130
MGT-045,130
MGT-052,98
MGT-071,98
MGT-071,98
MGT-071,98
MGT-071R,150
MGT-102,98
MGT-103,90
MGT-103,98
MGT-103,98
MGT-103,98
MGT-103,98
MGT-105,98
MGT-105,98
MGT-108R,999
MGT-109,98
MGT-112,98
MGT-119,98
MGT-119,98
MGT-121A,98
MGT-121A,98
MGT-127R,98
MGT-132,98
MGT-135,40
MGT-137,98
MGT-153,90
MGT-153,90
MGT-153,98
MGT-160,98
MGT-162,98
MGT-162,98
MGT-162R,300
MGT-164,98
MGT-164,98
MGT-164,98
MGT-164,98
MGT-164,98
MGT-166,60
MGT-166,98
MGT-167,98
MGT-172,98
MGT-172,98
MGT-172,98
MGT-173,98
MGT-175,98
MGT-180,150
MGT-180,150
MGT-180,150
MGT-181,120
MGT-181,120
MGT-183,98
MGT-187,98
MGT-187,98
MGT-189,98
MGT-225,20
MGT-252,20
MGT-255,20
MGT-262,20
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-296,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-299,3
MGT-403,60
MGT-403,60
MGT-403R,98
MGT-404,60
MGT-405,60
MGT-405,60
MGT-405R,60
MGT-406,60
MGT-406R,60
MGT-410,60
MGT-410R,60
MGT-412,60
MGT-412R,60
MGT-420,40
MGT-439,20
MGT-440,98
MGT-441,60
MGT-444,98
MGT-446,98
MGT-451R,100
MGT-487,36
MGT-488R,100
MGT-490,98
MGT-493R,60
MGT-499,10
MGTA-402,98
MGTA-452,98
MGTA-452,98
MGTA-453,98
MGTA-453,98
MGTA-457,60
MGTA-459,60
MGTA-459,60
MGTA-461,100
MGTF-401,98
MGTF-401,98
MGTF-402,98
MGTF-402,98
MGTF-404,98
MGTF-404,98
MGTF-405,98
MGTF-415,98
MGTF-415,98
MGTF-418,36
MGTF-490,60
MGTF-490,60
MGTF-495,98
MGTP-401,45
MGTP-401,45
MGTP-414,98
MGTP-421,98
MGTP-424,45
MGTP-424,45
MGTP-425,98
MGTP-432,98
MMW-011,152
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,152
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,100
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-011,4
MMW-122,136
MMW-122,4
MMW-122,4
MMW-122,4
