module_code,capacity
CSE-088,20
CSE-089,100
CSE-089,100
CSE-095,100
CSE-095,100
CSE-100,100
CSE-100,100
CSE-101,392
CSE-101,196
CSE-101,196
CSE-103,192
CSE-103,192
CSE-105,196
CSE-105,196
CSE-107,96
CSE-107,96
CSE-110,295
CSE-110,295
CSE-110,49
CSE-110,49
CSE-110,49
CSE-110,49
CSE-110,49
CSE-110,50
CSE-120,295
CSE-120,295
CSE-123,196
CSE-123,196
CSE-127,192
CSE-127,192
CSE-134B,146
CSE-134B,146
CSE-140,146
CSE-140,146
CSE-141,225
CSE-141,225
CSE-150A,192
CSE-150A,192
CSE-150B,192
CSE-150B,192
CSE-151A,395
CSE-151A,395
CSE-151B,196
CSE-151B,196
CSE-152A,192
CSE-152A,192
CSE-158,73
CSE-158,73
CSE-158R,673
CSE-158R,673
CSE-167,192
CSE-167,192
CSE-170,120
CSE-170,20
CSE-170,20
CSE-170,20
CSE-170,20
CSE-170,20
CSE-170,20
CSE-190,115
CSE-190,75
CSE-190,100
CSE-190,50
CSE-191,9999
CSE-191,25
CSE-193,60
CSE-193,60
CSE-194,60
CSE-194,60
CSE-197,9999
CSE-202,295
CSE-208,15
CSE-209A,15
CSE-209B,15
CSE-210,146
CSE-216,75
CSE-219,25
CSE-227,96
CSE-229A,30
CSE-229C,20
CSE-237C,146
CSE-239B,30
CSE-240A,146
CSE-249E,50
CSE-250A,328
CSE-251U,196
CSE-251U,196
CSE-256,395
CSE-258,73
CSE-258,73
CSE-258R,673
CSE-258R,673
CSE-260,196
CSE-260,196
CSE-270,50
CSE-270,50
CSE-276A,100
CSE-276C,75
CSE-290,25
CSE-290,25
CSE-290,20
CSE-290,50
CSE-290,25
CSE-290,100
CSE-290,25
CSE-291A,196
CSE-291A,104
CSE-291A,75
CSE-291I,60
CSE-291Y,50
CSE-291Y,25
CSE-292,65
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-293,9999
CSE-294,20
CSE-294,20
CSE-297,20
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
CSE-298,9999
