module_code,capacity
COGS-109,40
COGS-111,158
COGS-111,40
COGS-111,40
COGS-111,40
COGS-111,38
COGS-115,146
COGS-115,50
COGS-115,50
COGS-115,46
COGS-116,60
COGS-116,60
COGS-118A,196
COGS-118A,49
COGS-118A,49
COGS-118A,49
COGS-118A,49
COGS-123,104
COGS-123,18
COGS-123,18
COGS-123,18
COGS-123,18
COGS-123,18
COGS-123,14
COGS-124,25
COGS-128,100
COGS-128,50
COGS-128,50
COGS-137,60
COGS-137,60
COGS-143,40
COGS-143,40
COGS-155,50
COGS-155,50
COGS-160,60
COGS-163,100
COGS-163,50
COGS-163,50
COGS-165,50
COGS-165,50
COGS-171,100
COGS-171,50
COGS-171,50
COGS-187A,149
COGS-187A,50
COGS-187A,50
COGS-187A,49
COGS-188,120
COGS-188,60
COGS-188,60
COGS-190A,9999
COGS-194,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-210A,9999
COGS-211A,20
COGS-229,10
COGS-230,15
COGS-260,20
COGS-260,30
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COGS-500,9999
COMM-010,204
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-010,17
COMM-020,50
COMM-020,50
COMM-040,50
COMM-050,25
COMM-080,140
COMM-080,140
COMM-100A,128
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-100A,16
COMM-101,80
COMM-101,20
COMM-101,20
COMM-101,20
COMM-101,20
COMM-101D,20
COMM-101K,20
COMM-101N,20
COMM-101T,20
COMM-102C,36
COMM-102C,12
COMM-102C,36
COMM-102C,12
COMM-102C,12
COMM-103D,50
COMM-106,60
COMM-106G,50
COMM-106I,75
COMM-110M,50
COMM-110X,50
COMM-111G,50
COMM-114I,50
COMM-114J,30
COMM-114J,30
COMM-118A,50
COMM-119,40
COMM-119,40
COMM-127,50
COMM-142,50
COMM-160,30
COMM-176,30
COMM-181,30
COMM-182,30
COMM-190,23
COMM-190,23
COMM-190,23
COMM-194,9999
COMM-196A,12
COSE-215,30
COSE-230A,30
CSE-003,146
CSE-003,146
CSE-003,49
CSE-003,49
CSE-003,48
CSE-008A,135
CSE-008A,135
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-008A,15
CSE-011,105
CSE-011,35
CSE-011,35
CSE-011,35
CSE-011,90
CSE-011,90
CSE-012,348
CSE-012,348
CSE-020,245
CSE-020,245
CSE-021,392
CSE-021,196
CSE-021,196
CSE-029,56
CSE-029,56
CSE-029,7
CSE-029,7
CSE-029,7
CSE-029,7
CSE-029,7
CSE-029,7
CSE-029,7
CSE-029,7
CSE-030,146
CSE-030,146
CSE-087,20
