module_code,capacity
LTWR-194,40
LTWR-215,20
MAE-002,96
MAE-002,32
MAE-002,32
MAE-002,32
MAE-002,96
MAE-002,32
MAE-002,32
MAE-002,32
MAE-003,45
MAE-003,9
MAE-003,9
MAE-003,9
MAE-003,9
MAE-003,9
MAE-008,90
MAE-008,90
MAE-011,230
MAE-020,145
MAE-021,140
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-021,14
MAE-030A,120
MAE-040,190
MAE-101A,190
MAE-101C,190
MAE-105,195
MAE-107,100
MAE-107,100
MAE-113,130
MAE-114,25
MAE-131A,95
MAE-142,80
MAE-143A,125
MAE-144,80
MAE-148,25
MAE-148,25
MAE-150,149
MAE-152,18
MAE-152,18
MAE-156A,54
MAE-156A,18
MAE-156A,18
MAE-156A,18
MAE-165,30
MAE-170,136
MAE-170,34
MAE-170,34
MAE-170,34
MAE-170,34
MAE-180,140
MAE-181,80
MAE-190,15
MAE-191,8
MAE-191,8
MAE-201,95
MAE-202,95
MAE-203,95
MAE-205,9999
MAE-208,190
MAE-210A,60
MAE-221A,50
MAE-232A,50
MAE-233A,40
MAE-244,45
MAE-249,30
MAE-251,15
MAE-253,15
MAE-257,15
MAE-265A,15
MAE-271A,10
MAE-274,20
MAE-280A,120
MAE-283A,70
MAE-290A,60
MAE-294A,20
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MAE-299,9999
MATH-002,10
MATH-002,10
MATH-002,10
MATH-002,10
MATH-003B,24
MATH-003B,4
MATH-003B,4
MATH-003B,4
MATH-003B,4
MATH-003B,4
MATH-003B,4
MATH-003C,18
MATH-003C,3
MATH-003C,3
MATH-003C,3
MATH-003C,3
MATH-003C,3
MATH-003C,3
MATH-004C,20
MATH-004C,5
MATH-004C,5
MATH-004C,5
MATH-004C,20
MATH-004C,5
MATH-004C,5
MATH-004C,5
MATH-010A,18
MATH-010A,3
MATH-010A,3
MATH-010A,3
MATH-010A,3
MATH-010A,3
MATH-010A,3
MATH-010A,48
MATH-010A,6
MATH-010A,6
MATH-010A,6
MATH-010A,6
MATH-010A,6
MATH-010A,6
MATH-010A,32
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,4
MATH-010A,32
MATH-010A,4
