module_code,capacity
VIS-108,15
VIS-110E,15
VIS-124E,75
VIS-126P,75
VIS-128E,75
VIS-129F,15
VIS-131,15
VIS-133A,15
VIS-133A,15
VIS-141A,100
VIS-141A,25
VIS-141A,25
VIS-141A,25
VIS-141A,25
VIS-142,90
VIS-142,15
VIS-142,15
VIS-142,15
VIS-142,15
VIS-142,15
VIS-142,15
VIS-145B,15
VIS-146B,15
VIS-147A,88
VIS-147A,22
VIS-147A,22
VIS-147A,22
VIS-147A,22
VIS-147B,15
VIS-147B,15
VIS-149,15
VIS-149,15
VIS-157D,48
VIS-157D,24
VIS-157D,24
VIS-158B,50
VIS-162,15
VIS-163,75
VIS-164,22
VIS-165,22
VIS-167,22
VIS-174,22
VIS-175,22
VIS-179,22
VIS-180A,22
VIS-180B,22
VIS-183B,22
VIS-200,15
VIS-203,15
VIS-205,15
VIS-207,15
VIS-209,15
VIS-244,15
VIS-256,15
VIS-502,15
WARR-099H,1
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010A,21
WCWP-010B,21
WCWP-010B,21
WCWP-010B,21
WCWP-010B,21
WCWP-010B,21
WCWP-010B,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WCWP-100,21
WES-237C,20
WES-268A,20
WES-268A,20
