module_code,capacity
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-299,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BENG-501,9999
BGGN-202,60
BGGN-206A,50
BGGN-207,50
BGGN-207,50
BGGN-208,50
BGGN-208,50
BGGN-208,50
BGGN-213,48
BGGN-220,50
BGGN-245,50
BGGN-249A,10
BGGN-249A,10
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
BGGN-271,9999
