module_code,capacity
PHYS-039,10
PHYS-100A,146
PHYS-100A,146
PHYS-110A,146
PHYS-110A,146
PHYS-122,44
PHYS-122,44
PHYS-122,44
PHYS-130B,60
PHYS-130B,60
PHYS-139,15
PHYS-140A,60
PHYS-140A,60
PHYS-142,30
PHYS-142,30
PHYS-162,56
PHYS-162,56
PHYS-175,15
PHYS-191,75
PHYS-200A,26
PHYS-200A,26
PHYS-201,30
PHYS-201,30
PHYS-202,20
PHYS-210B,30
PHYS-211A,30
PHYS-212A,30
PHYS-212A,30
PHYS-215A,30
PHYS-215D,30
PHYS-217,20
PHYS-225A,30
PHYS-242,30
PHYS-242,30
PHYS-250,15
PHYS-251,15
PHYS-252,15
PHYS-253,10
PHYS-254,15
PHYS-255,15
PHYS-275,20
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9998
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-298,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-299,9999
PHYS-500,9999
POLI-005D,25
POLI-005D,10
POLI-005D,10
POLI-005D,5
POLI-010D,174
POLI-010D,29
POLI-010D,29
POLI-010D,29
POLI-010D,29
POLI-010D,29
POLI-010D,29
POLI-011D,174
POLI-011D,29
POLI-011D,29
POLI-011D,29
POLI-011D,29
POLI-011D,29
POLI-011D,29
POLI-012D,272
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-012D,29
POLI-030D,230
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-030D,23
POLI-102G,104
POLI-104J,295
POLI-104M,206
POLI-104U,183
POLI-111B,68
POLI-112B,105
POLI-117R,200
POLI-121D,147
POLI-124A,70
POLI-130B,75
POLI-142D,235
POLI-142K,196
POLI-142L,158
POLI-145C,196
POLI-151,196
POLI-154,104
POLI-172,65
POLI-174D,65
POLI-191A,25
POLI-194,9999
POLI-195,25
POLI-195,10
POLI-197SD,25
POLI-204A,25
POLI-204B,25
POLI-240,25
