module_code,capacity
RAD-496,5
RAD-496,5
RELI-087,20
RELI-144,40
RELI-188,20
RELI-189,60
REV-001,100
REV-001,100
REV-020,40
REV-087,20
REV-087,20
REV-088,40
RMAS-296,5
RMAS-299,5
RMAS-410,10
RMAS-429,10
RMAS-429T,10
RMAS-496,10
RMAS-496,5
SE-001,180
SE-001,60
SE-001,60
SE-001,60
SE-001,180
SE-001,60
SE-001,60
SE-001,60
SE-101A,250
SE-101A,250
SE-101C,200
SE-101C,200
SE-105,104
SE-105,104
SE-125,200
SE-125,200
SE-130A,200
SE-131B,200
SE-131B,200
SE-142,44
SE-142,22
SE-142,22
SE-163,30
SE-163,15
SE-163,15
SE-164,25
SE-164,25
SE-180,100
SE-181,168
SE-181,24
SE-181,24
SE-181,24
SE-181,24
SE-181,24
SE-181,24
SE-181,24
SE-201A,68
SE-203A,104
SE-203A,104
SE-212,68
SE-213,75
SE-220,40
SE-241,32
SE-244,20
SE-253A,20
SE-253A,10
SE-253A,10
SE-263,50
SE-263,25
SE-263,25
SE-264,25
SE-264,25
SE-276A,52
SE-285,20
SE-290,120
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-296,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-299,9999
SE-501,99
SE-501,99
SIO-001,80
SIO-001,40
SIO-001,40
SIO-003,80
SIO-003,40
SIO-003,40
SIO-015,346
SIO-020R,240
SIO-020R,240
SIO-030,320
SIO-030,40
SIO-030,40
SIO-030,40
SIO-030,40
SIO-030,40
SIO-030,40
SIO-030,40
SIO-030,40
SIO-040,425
SIO-050,40
SIO-050,40
SIO-050,20
SIO-050,20
SIO-087,20
SIO-087,18
SIO-101,36
SIO-101,36
SIO-102,45
SIO-102,45
SIO-103,40
SIO-103,40
SIO-105,20
SIO-105,20
SIO-109R,40
SIO-117,65
SIO-117,65
SIO-125,30
SIO-132,198
SIO-132,33
SIO-132,33
SIO-132,33
SIO-132,33
SIO-132,33
SIO-132,33
SIO-136,70
SIO-136,70
SIO-136,35
SIO-136,35
SIO-147,34
SIO-147,34
SIO-166,30
SIO-170,40
SIO-171,50
SIO-171,50
SIO-175,30
SIO-175,30
SIO-177,20
SIO-179,15
SIO-179,15
SIO-188,50
SIO-188,25
SIO-188,25
SIO-189,80
SIO-190L,36
SIO-190L,36
SIO-194,9999
SIO-299,10
SIO-299,10
SIO-299,10
SIO-299,10
SIO-299,10
SIO-299,10
SIO-299,10
SIO-299,10
