module_code,capacity
POLI-256,25
POLI-270,25
POLI-279,25
POLI-280,35
POLI-281,20
POLI-282,25
POLI-283,25
POLI-285,25
POLI-286,25
PSY-296,5
PSY-296,5
PSY-299,5
PSY-299,5
PSY-401,50
PSY-403,10
PSY-405,10
PSY-426T,10
PSY-427,8
PSY-427T,10
PSY-429,10
PSY-429T,10
PSY-430,10
PSY-430T,10
PSY-431,10
PSY-431,10
PSY-431T,10
PSY-435,10
PSY-435T,10
PSY-496,10
PSY-496,10
PSYC-001,195
PSYC-002,150
PSYC-003,195
PSYC-006,150
PSYC-060,175
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,175
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-060,25
PSYC-070,150
PSYC-070,25
PSYC-070,25
PSYC-070,25
PSYC-070,25
PSYC-070,25
PSYC-070,25
PSYC-071,60
PSYC-071,30
PSYC-071,30
PSYC-071,50
PSYC-071,25
PSYC-071,25
PSYC-088,65
PSYC-100,223
PSYC-101,175
PSYC-102,91
PSYC-104,175
PSYC-105,170
PSYC-106,170
PSYC-108,125
PSYC-116A,25
PSYC-116A,25
PSYC-122,295
PSYC-124,80
PSYC-132,120
PSYC-137,295
PSYC-145,149
PSYC-154,295
PSYC-169,250
PSYC-171,250
PSYC-172,295
PSYC-174,250
PSYC-178,149
PSYC-181,300
PSYC-184,295
PSYC-188,295
PSYC-189,65
PSYC-193,80
PSYC-193,35
PSYC-193L,30
PSYC-193L,30
PSYC-193L,35
PSYC-193L,35
PSYC-194A,35
PSYC-194A,35
PSYC-203,20
PSYC-218,20
PSYC-221,20
PSYC-224,30
PSYC-242,30
PSYC-247,20
PSYC-270A,20
PSYC-272,20
PSYC-274,30
PSYC-275,30
PSYC-280,80
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-296,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-299,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
PSYC-500,9999
RAD-296,5
RAD-296,5
RAD-299,5
RAD-299,5
RAD-401,10
RAD-411,10
RAD-412,10
RAD-427,10
RAD-428,10
RAD-434,10
RAD-434T,10
