term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,ORTH,428,ORTH 428,Subin/Reconstrctv Orthopaedics,GR,EL00002107,FA26:EL00002107,001-000-CL,cl,Scott Ball,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,429,ORTH 429,Subint/Orthopaedic Spine Surg,GR,EL00002108,FA26:EL00002108,001-000-CL,cl,Vinko Zlomislic,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,430,ORTH 430,Subinternship in Hand Surgery,GR,EL00002109,FA26:EL00002109,001-000-CL,cl,Eric Hentzen,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,431,ORTH 431,Clrkshp/Pediatric Orthopaedics,GR,EL00002110,FA26:EL00002110,001-000-CL,cl,Matthew Schmitz,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,435,ORTH 435,Orthopaedic Sports Medicine,GR,EL00002111,FA26:EL00002111,001-000-CL,cl,Bryan Leek,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,436,ORTH 436,Adult Orthopaedics VA Sub-I,GR,EL00002112,FA26:EL00002112,001-000-CL,cl,Paul Girard,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,450,ORTH 450,Subint/Outpatient Physical Med,GR,EL00002113,FA26:EL00002113,001-000-CL,cl,Douglas Chang,10,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,496,ORTH 496,Clinical Independent Study,GR,EL00002114,FA26:EL00002114,001-000-IN,in,Alexandra Schwartz,5,,class,,,,tba,tba,tba,tba,0,1
FA26,ORTH,496,ORTH 496,Clinical Independent Study,GR,EL00002115,FA26:EL00002115,002-000-IN,in,,5,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,210,PAE 210,Professional Practice I,GR,EL00001931,FA26:EL00001931,001-000-LE,lecture,Elias Villarreal,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,220,PAE 220,Professional Practice II,GR,EL00001933,FA26:EL00001933,001-000-LE,lecture,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,221,PAE 221,Clinical Medicine I,GR,EL00001934,FA26:EL00001934,001-000-LE,lecture,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,222,PAE 222,Pharmacotherapeutics I,GR,EL00001935,FA26:EL00001935,001-000-LE,lecture,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,223,PAE 223,Human Phys & Pathophys II,GR,EL00001936,FA26:EL00001936,001-000-LE,lecture,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,224,PAE 224,Patient Education,GR,EL00001937,FA26:EL00001937,001-000-LE,lecture,Elias Villarreal,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,224,PAE 224,Patient Education,GR,EL00001938,FA26:EL00001938,001-001-LA,lab,Elias Villarreal,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,225,PAE 225,Clinical Reasoning I,GR,EL00001939,FA26:EL00001939,001-000-LE,lecture,Elias Villarreal,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,225,PAE 225,Clinical Reasoning I,GR,EL00001940,FA26:EL00001940,001-001-LA,lab,Elias Villarreal,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,226,PAE 226,Diagnostic Studies I,GR,EL00001941,FA26:EL00001941,001-000-LE,lecture,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,400,PAE 400,Special Topics II,GR,EL00001932,FA26:EL00001932,001-000-IN,in,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,410,PAE 410,Family Medicine Rotation,GR,EL00001942,FA26:EL00001942,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,411,PAE 411,Internal Medicine Rotation,GR,EL00001943,FA26:EL00001943,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,412,PAE 412,Pediatric Medicine Rotation,GR,EL00001944,FA26:EL00001944,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,420,PAE 420,Women's Health Rotation,GR,EL00001945,FA26:EL00001945,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,430,PAE 430,Behavioral Health Rotation,GR,EL00001946,FA26:EL00001946,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,440,PAE 440,Surgery Rotation,GR,EL00001947,FA26:EL00001947,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,450,PAE 450,Emergency Medicine Rotation,GR,EL00001948,FA26:EL00001948,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,451,PAE 451,Clinical Elective Rotation I,GR,EL00001949,FA26:EL00001949,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,452,PAE 452,Clinical Elective Rotation II,GR,EL00001950,FA26:EL00001950,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,453,PAE 453,Clinical Elective Rotation III,GR,EL00001951,FA26:EL00001951,001-000-PR,pr,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,489,PAE 489,I.S. for Clinical Concen,GR,EL00001952,FA26:EL00001952,001-000-IN,in,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PAE,491,PAE 491,Clinical Capstone I,GR,EL00001953,FA26:EL00001953,001-000-SE,se,,30,,class,,,,tba,tba,tba,tba,0,1
FA26,PATH,296,PATH 296,Pathology Independent Research,GR,EL00001977,FA26:EL00001977,001-000-IN,in,,5,,class,,,,tba,tba,tba,tba,0,1
FA26,PATH,299,PATH 299,Path/Independent Study Project,GR,EL00001978,FA26:EL00001978,001-000-IN,in,,5,,class,,,,tba,tba,tba,tba,0,1
FA26,PATH,401A,PATH 401A,Pathology Clerkship/Autopsy,GR,EL00001979,FA26:EL00001979,001-000-CL,cl,Hana Russo,10,,class,,,,tba,tba,tba,tba,0,1
