term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,SOCI,100,SOCI 100,Classical Sociological Theory,UD,E 00001338,FA26:E 00001338,001-000-LE,lecture,Michel Estefan,60,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,COA,COA 130,0,0
FA26,SOCI,100,SOCI 100,Classical Sociological Theory,UD,E 00003426,FA26:E 00003426,001-001-DI,discussion,Michel Estefan,15,,class,M,Monday,,12:00pm,12:50pm,SSB,SSB 101,0,0
FA26,SOCI,100,SOCI 100,Classical Sociological Theory,UD,E 00003427,FA26:E 00003427,001-002-DI,discussion,Michel Estefan,15,,class,M,Monday,,1:00pm,1:50pm,SSB,SSB 101,0,0
FA26,SOCI,100,SOCI 100,Classical Sociological Theory,UD,E 00003428,FA26:E 00003428,001-003-DI,discussion,Michel Estefan,15,,class,M,Monday,,2:00pm,2:50pm,SSB,SSB 101,0,0
FA26,SOCI,100,SOCI 100,Classical Sociological Theory,UD,E 00003429,FA26:E 00003429,001-004-DI,discussion,Michel Estefan,15,,class,M,Monday,,3:00pm,3:50pm,SSB,SSB 101,0,0
FA26,SOCI,104,SOCI 104,Fld Res:Meth/Participnt Observ,UD,E 00001339,FA26:E 00001339,001-000-LE,lecture,Thomas Medvetz,30,,class,F,Friday,,3:00pm,3:50pm,HSS,HSS 1315,0,0
FA26,SOCI,104,SOCI 104,Fld Res:Meth/Participnt Observ,UD,E 00001339,FA26:E 00001339,001-000-LE,lecture,Thomas Medvetz,30,,class,M,Monday,,3:00pm,3:50pm,HSS,HSS 1315,0,0
FA26,SOCI,104,SOCI 104,Fld Res:Meth/Participnt Observ,UD,E 00001339,FA26:E 00001339,001-000-LE,lecture,Thomas Medvetz,30,,class,W,Wednesday,,3:00pm,3:50pm,HSS,HSS 1315,0,0
FA26,SOCI,104,SOCI 104,Fld Res:Meth/Participnt Observ,UD,E 00001339,FA26:E 00001339,001-000-LE,lecture,Thomas Medvetz,30,,final,F,Friday,2026-12-11,3:00pm,5:59pm,HSS,HSS 1315,0,0
FA26,SOCI,104Q,SOCI 104Q,Qualitative Interviewing,UD,E 00003435,FA26:E 00003435,001-000-LE,lecture,Julia Rogers,30,,class,M,Monday,,5:00pm,7:50pm,SSB,SSB 101,0,0
FA26,SOCI,104Q,SOCI 104Q,Qualitative Interviewing,UD,E 00003435,FA26:E 00003435,001-000-LE,lecture,Julia Rogers,30,,final,R,Thursday,2026-12-10,7:00pm,9:59pm,SSB,SSB 101,0,0
FA26,SOCI,105,SOCI 105,Ethnographic Film: Media Meth,UD,E 00000398,FA26:E 00000398,001-000-SE,se,,15,,class,W,Wednesday,,3:00pm,5:50pm,HSS,HSS 2333B,0,0
FA26,SOCI,105,SOCI 105,Ethnographic Film: Media Meth,UD,E 00004543,FA26:E 00004543,001-001-LA,lab,,15,,class,R,Thursday,,2:00pm,4:20pm,,,0,0
