term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,CHEM,232A,CHEM 232A,Statistical Mechanics I,GR,E 00002632,FA26:E 00002632,001-000-LE,lecture,Joel Yuen Zhou,15,,class,R,Thursday,,3:30pm,4:50pm,PACIF,PACIF 4503,0,0
FA26,CHEM,232A,CHEM 232A,Statistical Mechanics I,GR,E 00002632,FA26:E 00002632,001-000-LE,lecture,Joel Yuen Zhou,15,,class,T,Tuesday,,3:30pm,4:50pm,PACIF,PACIF 4503,0,0
FA26,CHEM,232A,CHEM 232A,Statistical Mechanics I,GR,E 00002632,FA26:E 00002632,001-000-LE,lecture,Joel Yuen Zhou,15,,final,M,Monday,2026-12-07,3:00pm,5:59pm,PACIF,PACIF 4503,0,0
FA26,CHEM,234,CHEM 234,Photochemistry & Photophysics,GR,E 00001092,FA26:E 00001092,001-000-LE,lecture,Andrew Pun,40,,class,R,Thursday,,9:30am,10:50am,YORK,YORK 4080A,0,0
FA26,CHEM,234,CHEM 234,Photochemistry & Photophysics,GR,E 00001092,FA26:E 00001092,001-000-LE,lecture,Andrew Pun,40,,class,T,Tuesday,,9:30am,10:50am,YORK,YORK 4080A,0,0
FA26,CHEM,234,CHEM 234,Photochemistry & Photophysics,GR,E 00001092,FA26:E 00001092,001-000-LE,lecture,Andrew Pun,40,,final,R,Thursday,2026-12-10,8:00am,10:59am,YORK,YORK 4080A,0,0
FA26,CHEM,242,CHEM 242,Intro to Glycosciences,GR,E 00001093,FA26:E 00001093,001-000-LE,lecture,Kamil Godula,20,,class,R,Thursday,,11:00am,12:20pm,YORK,YORK 2622,0,0
FA26,CHEM,242,CHEM 242,Intro to Glycosciences,GR,E 00001093,FA26:E 00001093,001-000-LE,lecture,Kamil Godula,20,,class,T,Tuesday,,11:00am,12:20pm,YORK,YORK 2622,0,0
FA26,CHEM,242,CHEM 242,Intro to Glycosciences,GR,E 00001093,FA26:E 00001093,001-000-LE,lecture,Kamil Godula,20,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,YORK,YORK 2622,0,0
FA26,CHEM,252,CHEM 252,Synthetic Methods/Organic Chem,GR,E 00001094,FA26:E 00001094,001-000-LE,lecture,Valerie Schmidt,40,,class,R,Thursday,,9:30am,10:50am,COA,COA B27,0,0
FA26,CHEM,252,CHEM 252,Synthetic Methods/Organic Chem,GR,E 00001094,FA26:E 00001094,001-000-LE,lecture,Valerie Schmidt,40,,class,T,Tuesday,,9:30am,10:50am,COA,COA B27,0,0
FA26,CHEM,252,CHEM 252,Synthetic Methods/Organic Chem,GR,E 00001094,FA26:E 00001094,001-000-LE,lecture,Valerie Schmidt,40,,final,R,Thursday,2026-12-10,8:00am,10:59am,COA,COA B27,0,0
FA26,CHEM,263,CHEM 263,Intro to Mass Spectrometry,GR,E 00002390,FA26:E 00002390,001-000-LE,lecture,Lisa Jones,30,,class,R,Thursday,,12:30pm,1:50pm,NSB,NSB 2303,0,0
FA26,CHEM,263,CHEM 263,Intro to Mass Spectrometry,GR,E 00002390,FA26:E 00002390,001-000-LE,lecture,Lisa Jones,30,,class,T,Tuesday,,12:30pm,1:50pm,NSB,NSB 2303,0,0
FA26,CHEM,280,CHEM 280,Applied Bioinformatics,GR,E 00001095,FA26:E 00001095,001-000-LE,lecture,Wei Wang,30,,class,R,Thursday,,2:00pm,3:20pm,SOLIS,SOLIS 109,0,0
FA26,CHEM,280,CHEM 280,Applied Bioinformatics,GR,E 00001095,FA26:E 00001095,001-000-LE,lecture,Wei Wang,30,,class,T,Tuesday,,2:00pm,3:20pm,SOLIS,SOLIS 109,0,0
FA26,CHEM,280,CHEM 280,Applied Bioinformatics,GR,E 00001095,FA26:E 00001095,001-000-LE,lecture,Wei Wang,30,,final,R,Thursday,2026-12-10,3:00pm,5:59pm,SOLIS,SOLIS 109,0,0
FA26,CHEM,291,CHEM 291,Molecular Biophysics Seminar,GR,E 00002633,FA26:E 00002633,001-000-SE,se,Galia Debelouchina,20,,class,W,Wednesday,,4:00pm,5:30pm,NSB,NSB 3211,0,0
FA26,CHEM,292,CHEM 292,Chem-Biol Interfaces Seminar,GR,E 00002634,FA26:E 00002634,001-000-SE,se,,35,,class,W,Wednesday,,12:00pm,1:50pm,PACIF,PACIF 4500,0,0
FA26,CHEM,294,CHEM 294,Organic Chemistry Seminar,GR,E 00002635,FA26:E 00002635,001-000-SE,se,,50,,class,M,Monday,,11:00am,12:20pm,PACIF,PACIF 4500,0,0
FA26,CHEM,299,CHEM 299,Research in Chemistry,GR,EL00000857,FA26:EL00000857,001-000-IN,in,Aaron Boussina,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CHEM,299,CHEM 299,Research in Chemistry,GR,EL00000858,FA26:EL00000858,002-000-IN,in,Rommie Amaro,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,CHEM,299,CHEM 299,Research in Chemistry,GR,EL00000859,FA26:EL00000859,003-000-IN,in,Guy Bertrand,9999,,class,,,,tba,tba,tba,tba,0,1
