term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,MATH,173A,MATH 173A,Optimization/Data Science I,UD,E 00002436,FA26:E 00002436,002-000-LE,lecture,Lijun Ding,70,,final,M,Monday,2026-12-07,11:30am,2:29pm,CENTR,CENTR 109,0,0
FA26,MATH,173A,MATH 173A,Optimization/Data Science I,UD,E 00002438,FA26:E 00002438,002-001-DI,discussion,Lijun Ding,17,,class,R,Thursday,,2:00pm,2:50pm,HSS,HSS 1128A,0,0
FA26,MATH,173A,MATH 173A,Optimization/Data Science I,UD,E 00002440,FA26:E 00002440,002-002-DI,discussion,Lijun Ding,17,,class,R,Thursday,,3:00pm,3:50pm,HSS,HSS 1128A,0,0
FA26,MATH,173A,MATH 173A,Optimization/Data Science I,UD,E 00002442,FA26:E 00002442,002-003-DI,discussion,Lijun Ding,18,,class,R,Thursday,,4:00pm,4:50pm,WLH,WLH 2208,0,0
FA26,MATH,173A,MATH 173A,Optimization/Data Science I,UD,E 00002444,FA26:E 00002444,002-004-DI,discussion,Lijun Ding,18,,class,R,Thursday,,5:00pm,5:50pm,WLH,WLH 2208,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,class,F,Friday,,11:00am,11:50am,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,class,M,Monday,,11:00am,11:50am,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,class,W,Wednesday,,11:00am,11:50am,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,midterm,W,Wednesday,2026-10-21,7:00pm,7:50pm,CENTR,CENTR 212,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,midterm,W,Wednesday,2026-11-18,7:00pm,7:50pm,CENTR,CENTR 212,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001834,FA26:E 00001834,001-000-LE,lecture,Michael Holst,100,,final,S,Saturday,2026-12-05,11:30am,2:29pm,CENTR,CENTR 214,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001837,FA26:E 00001837,001-001-DI,discussion,Michael Holst,25,,class,T,Tuesday,,5:00pm,5:50pm,WLH,WLH 2209,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001838,FA26:E 00001838,001-002-DI,discussion,Michael Holst,25,,class,T,Tuesday,,6:00pm,6:50pm,WLH,WLH 2209,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001839,FA26:E 00001839,001-003-DI,discussion,Michael Holst,25,,class,T,Tuesday,,6:00pm,6:50pm,WLH,WLH 2115,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,class,F,Friday,,12:00pm,12:50pm,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,class,M,Monday,,12:00pm,12:50pm,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,class,W,Wednesday,,12:00pm,12:50pm,SOLIS,SOLIS 104,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,midterm,W,Wednesday,2026-10-21,7:00pm,7:50pm,CENTR,CENTR 216,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,midterm,W,Wednesday,2026-11-18,7:00pm,7:50pm,CENTR,CENTR 216,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001835,FA26:E 00001835,002-000-LE,lecture,Michael Holst,100,,final,S,Saturday,2026-12-05,11:30am,2:29pm,CENTR,CENTR 216,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001841,FA26:E 00001841,002-001-DI,discussion,Michael Holst,25,,class,T,Tuesday,,5:00pm,5:50pm,SOLIS,SOLIS 110,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001842,FA26:E 00001842,002-002-DI,discussion,Michael Holst,25,,class,T,Tuesday,,6:00pm,6:50pm,SOLIS,SOLIS 110,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001843,FA26:E 00001843,002-003-DI,discussion,Michael Holst,25,,class,T,Tuesday,,7:00pm,7:50pm,CENTR,CENTR 217B,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001836,FA26:E 00001836,003-000-LE,lecture,Jason Schweinsberg,150,,class,F,Friday,,4:00pm,4:50pm,LEDDN,LEDDN AUD,0,0
FA26,MATH,180A,MATH 180A,Introduction to Probability,UD,E 00001836,FA26:E 00001836,003-000-LE,lecture,Jason Schweinsberg,150,,class,M,Monday,,4:00pm,4:50pm,LEDDN,LEDDN AUD,0,0
