term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,BGGN,202,BGGN 202,Prof Develop for Biologists,GR,E 00003317,FA26:E 00003317,001-000-LE,lecture,Jim Kadonaga,60,,class,W,Wednesday,,3:00pm,4:50pm,PACIF,PACIF 3500,0,0
FA26,BGGN,206A,BGGN 206A,Concepts/Reasoning/Exprmt I,GR,E 00003318,FA26:E 00003318,001-000-LE,lecture,Eric Bennett,50,,class,M,Monday,,9:30am,10:50am,PACIF,PACIF 3500,0,0
FA26,BGGN,206A,BGGN 206A,Concepts/Reasoning/Exprmt I,GR,E 00003318,FA26:E 00003318,001-000-LE,lecture,Eric Bennett,50,,class,W,Wednesday,,9:30am,10:50am,PACIF,PACIF 3500,0,0
FA26,BGGN,207,BGGN 207,Scientific Ethics,GR,E 00003319,FA26:E 00003319,001-000-LE,lecture,Brenda Bloodgood,50,,class,T,Tuesday,,4:00pm,4:50pm,BONN,BONN 2130,0,0
FA26,BGGN,207,BGGN 207,Scientific Ethics,GR,E 00003320,FA26:E 00003320,001-001-SE,se,Brenda Bloodgood,50,,class,T,Tuesday,,5:00pm,5:50pm,BONN,BONN 2130,0,0
FA26,BGGN,208,BGGN 208,Biologicl Scien/Grad Boot Camp,GR,E 00000035,FA26:E 00000035,001-000-LE,lecture,Eric Bennett,50,,class,M,Monday,,1:00pm,2:50pm,BONN,BONN 2130,0,0
FA26,BGGN,208,BGGN 208,Biologicl Scien/Grad Boot Camp,GR,E 00000035,FA26:E 00000035,001-000-LE,lecture,Eric Bennett,50,,class,R,Thursday,,1:00pm,2:50pm,BONN,BONN 2130,0,0
FA26,BGGN,208,BGGN 208,Biologicl Scien/Grad Boot Camp,GR,E 00000035,FA26:E 00000035,001-000-LE,lecture,Eric Bennett,50,,class,T,Tuesday,,1:00pm,2:50pm,BONN,BONN 2130,0,0
FA26,BGGN,208,BGGN 208,Biologicl Scien/Grad Boot Camp,GR,EL00000003,FA26:EL00000003,001-001-LA,lab,Eric Bennett,50,,class,,,,tba,tba,tba,tba,0,1
FA26,BGGN,208,BGGN 208,Biologicl Scien/Grad Boot Camp,GR,EL00000002,FA26:EL00000002,001-001-SE,se,Eric Bennett,50,,class,,,,tba,tba,tba,tba,0,1
FA26,BGGN,213,BGGN 213,Foundations of Bioinformatics,GR,E 00003321,FA26:E 00003321,001-000-LE,lecture,Barry Grant,48,,class,F,Friday,,1:00pm,3:50pm,YORK,YORK 3050,0,0
FA26,BGGN,213,BGGN 213,Foundations of Bioinformatics,GR,E 00003321,FA26:E 00003321,001-000-LE,lecture,Barry Grant,48,,class,W,Wednesday,,1:00pm,3:50pm,YORK,YORK 3050,0,0
FA26,BGGN,213,BGGN 213,Foundations of Bioinformatics,GR,E 00003321,FA26:E 00003321,001-000-LE,lecture,Barry Grant,48,,final,M,Monday,2026-12-07,11:30am,2:29pm,YORK,YORK 3050,0,0
FA26,BGGN,220,BGGN 220,Graduate Molecular Biology,GR,E 00003784,FA26:E 00003784,001-000-LE,lecture,Alexandra Dickinson,50,,class,R,Thursday,,12:30pm,3:20pm,YORK,YORK 3010,0,0
FA26,BGGN,245,BGGN 245,Adv Topics/Cancer Res&Therapy,GR,E 00004113,FA26:E 00004113,001-000-LE,lecture,Reuben Shaw,50,,class,T,Tuesday,,3:00pm,4:30pm,,,0,0
FA26,BGGN,249A,BGGN 249A,Molecular&CellularNeuroscience,GR,E 00004209,FA26:E 00004209,001-000-LE,lecture,Brenda Bloodgood,10,,class,T,Tuesday,,9:00am,10:30am,,,0,0
FA26,BGGN,249A,BGGN 249A,Molecular&CellularNeuroscience,GR,E 00004209,FA26:E 00004209,001-000-LE,lecture,Brenda Bloodgood,10,,class,W,Wednesday,,9:00am,10:30am,,,0,0
FA26,BGGN,249A,BGGN 249A,Molecular&CellularNeuroscience,GR,E 00004211,FA26:E 00004211,001-001-DI,discussion,Brenda Bloodgood,10,,class,R,Thursday,,9:00am,10:30am,,,0,0
