term_code,subject_code,course_code,class_name,course_title,academic_level,section_id,section_ref,section_code,instruction_type_name,instructors_text,seats_available,waitlist_available,meeting_kind,day_code,day_name,specific_date,start_time_display,end_time_display,building_code,room_code,is_remote,is_tba
FA26,SE,201A,SE 201A,Advanced Structural Analysis,GR,E 00002374,FA26:E 00002374,001-000-LE,lecture,Gilberto Mosqueda,68,,class,R,Thursday,,5:00pm,6:20pm,WLH,WLH 2111,0,0
FA26,SE,201A,SE 201A,Advanced Structural Analysis,GR,E 00002374,FA26:E 00002374,001-000-LE,lecture,Gilberto Mosqueda,68,,class,T,Tuesday,,5:00pm,6:20pm,WLH,WLH 2111,0,0
FA26,SE,201A,SE 201A,Advanced Structural Analysis,GR,E 00002374,FA26:E 00002374,001-000-LE,lecture,Gilberto Mosqueda,68,,final,F,Friday,2026-12-11,7:00pm,9:59pm,WLH,WLH 2111,0,0
FA26,SE,203A,SE 203A,Structural Dynamics I,GR,E 00002375,FA26:E 00002375,001-000-LE,lecture,Georgios Tsampras,104,,class,F,Friday,,10:00am,10:50am,FAH,FAH 1101,0,0
FA26,SE,203A,SE 203A,Structural Dynamics I,GR,E 00002375,FA26:E 00002375,001-000-LE,lecture,Georgios Tsampras,104,,class,M,Monday,,10:00am,10:50am,FAH,FAH 1101,0,0
FA26,SE,203A,SE 203A,Structural Dynamics I,GR,E 00002375,FA26:E 00002375,001-000-LE,lecture,Georgios Tsampras,104,,class,W,Wednesday,,10:00am,10:50am,FAH,FAH 1101,0,0
FA26,SE,203A,SE 203A,Structural Dynamics I,GR,E 00002375,FA26:E 00002375,001-000-LE,lecture,Georgios Tsampras,104,,final,F,Friday,2026-12-11,8:00am,10:59am,FAH,FAH 1101,0,0
FA26,SE,203A,SE 203A,Structural Dynamics I,GR,E 00002376,FA26:E 00002376,001-001-LA,lab,Georgios Tsampras,104,,class,M,Monday,,1:00pm,1:50pm,CENTR,CENTR 214,0,0
FA26,SE,212,SE 212,Advanc/Structural Steel Design,GR,E 00002377,FA26:E 00002377,001-000-LE,lecture,Chia-Ming Uang,68,,class,R,Thursday,,9:30am,10:50am,MANDE,MANDE B-150,0,0
FA26,SE,212,SE 212,Advanc/Structural Steel Design,GR,E 00002377,FA26:E 00002377,001-000-LE,lecture,Chia-Ming Uang,68,,class,T,Tuesday,,9:30am,10:50am,MANDE,MANDE B-150,0,0
FA26,SE,212,SE 212,Advanc/Structural Steel Design,GR,E 00002377,FA26:E 00002377,001-000-LE,lecture,Chia-Ming Uang,68,,class,W,Wednesday,,3:00pm,3:50pm,WLH,WLH 2111,0,0
FA26,SE,212,SE 212,Advanc/Structural Steel Design,GR,E 00002377,FA26:E 00002377,001-000-LE,lecture,Chia-Ming Uang,68,,final,R,Thursday,2026-12-10,8:00am,10:59am,MANDE,MANDE B-150,0,0
FA26,SE,213,SE 213,Bridge Design,GR,E 00002378,FA26:E 00002378,001-000-LE,lecture,Alessandro Palermo,75,,class,F,Friday,,1:00pm,1:50pm,WLH,WLH 2204,0,0
FA26,SE,213,SE 213,Bridge Design,GR,E 00002378,FA26:E 00002378,001-000-LE,lecture,Alessandro Palermo,75,,class,R,Thursday,,3:30pm,4:50pm,WLH,WLH 2204,0,0
FA26,SE,213,SE 213,Bridge Design,GR,E 00002378,FA26:E 00002378,001-000-LE,lecture,Alessandro Palermo,75,,class,T,Tuesday,,3:30pm,4:50pm,WLH,WLH 2204,0,0
FA26,SE,213,SE 213,Bridge Design,GR,E 00002378,FA26:E 00002378,001-000-LE,lecture,Alessandro Palermo,75,,final,M,Monday,2026-12-07,3:00pm,5:59pm,WLH,WLH 2204,0,0
FA26,SE,220,SE 220,Seismic Isolatn &Energy Dissip,GR,E 00004637,FA26:E 00004637,001-000-LE,lecture,Gilberto Mosqueda,40,,class,M,Monday,,5:00pm,6:20pm,DIB,DIB 122,0,0
FA26,SE,220,SE 220,Seismic Isolatn &Energy Dissip,GR,E 00004637,FA26:E 00004637,001-000-LE,lecture,Gilberto Mosqueda,40,,class,W,Wednesday,,5:00pm,6:20pm,DIB,DIB 122,0,0
FA26,SE,220,SE 220,Seismic Isolatn &Energy Dissip,GR,E 00004637,FA26:E 00004637,001-000-LE,lecture,Gilberto Mosqueda,40,,final,R,Thursday,2026-12-10,7:00pm,9:59pm,DIB,DIB 122,0,0
FA26,SE,241,SE 241,Advanced Soil Mechanics,GR,E 00002380,FA26:E 00002380,001-000-LE,lecture,Ahmed-Waeil Elgamal,32,,class,R,Thursday,,3:30pm,4:50pm,CENTR,CENTR 217A,0,0
FA26,SE,241,SE 241,Advanced Soil Mechanics,GR,E 00002380,FA26:E 00002380,001-000-LE,lecture,Ahmed-Waeil Elgamal,32,,class,T,Tuesday,,3:30pm,4:50pm,CENTR,CENTR 217A,0,0
FA26,SE,241,SE 241,Advanced Soil Mechanics,GR,E 00002380,FA26:E 00002380,001-000-LE,lecture,Ahmed-Waeil Elgamal,32,,final,M,Monday,2026-12-07,3:00pm,5:59pm,CENTR,CENTR 217A,0,0
FA26,SE,244,SE 244,Numerical Methods/Geomechanics,GR,E 00002381,FA26:E 00002381,001-000-LE,lecture,Ahmed-Waeil Elgamal,20,,class,R,Thursday,,8:00am,9:20am,WLH,WLH 2110,0,0
FA26,SE,244,SE 244,Numerical Methods/Geomechanics,GR,E 00002381,FA26:E 00002381,001-000-LE,lecture,Ahmed-Waeil Elgamal,20,,class,T,Tuesday,,8:00am,9:20am,WLH,WLH 2110,0,0
FA26,SE,244,SE 244,Numerical Methods/Geomechanics,GR,E 00002381,FA26:E 00002381,001-000-LE,lecture,Ahmed-Waeil Elgamal,20,,final,T,Tuesday,2026-12-08,8:00am,10:59am,WLH,WLH 2110,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002383,FA26:E 00002383,001-000-LE,lecture,John Kosmatka,20,,class,F,Friday,,9:00am,9:50am,WLH,WLH 2205,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002383,FA26:E 00002383,001-000-LE,lecture,John Kosmatka,20,,class,M,Monday,,9:00am,9:50am,WLH,WLH 2205,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002383,FA26:E 00002383,001-000-LE,lecture,John Kosmatka,20,,class,W,Wednesday,,9:00am,9:50am,WLH,WLH 2205,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002383,FA26:E 00002383,001-000-LE,lecture,John Kosmatka,20,,final,W,Wednesday,2026-12-09,8:00am,10:59am,WLH,WLH 2205,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002476,FA26:E 00002476,001-001-LA,lab,John Kosmatka,10,,class,W,Wednesday,,1:00pm,2:50pm,SME,SME 420,0,0
FA26,SE,253A,SE 253A,Mech/Design Composite Str,GR,E 00002477,FA26:E 00002477,001-002-LA,lab,John Kosmatka,10,,class,F,Friday,,1:00pm,2:50pm,SME,SME 420,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002384,FA26:E 00002384,001-000-LE,lecture,Francesco Lanza Di Scalea,50,,class,F,Friday,,11:00am,11:50am,FAH,FAH 1101,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002384,FA26:E 00002384,001-000-LE,lecture,Francesco Lanza Di Scalea,50,,class,M,Monday,,11:00am,11:50am,FAH,FAH 1101,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002384,FA26:E 00002384,001-000-LE,lecture,Francesco Lanza Di Scalea,50,,class,W,Wednesday,,11:00am,11:50am,FAH,FAH 1101,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002384,FA26:E 00002384,001-000-LE,lecture,Francesco Lanza Di Scalea,50,,final,T,Tuesday,2026-12-08,11:30am,2:29pm,FAH,FAH 1101,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002481,FA26:E 00002481,001-001-LA,lab,Francesco Lanza Di Scalea,25,,class,F,Friday,,3:00pm,3:50pm,SME,SME 143,0,0
FA26,SE,263,SE 263,Nondestructive Evaluation,GR,E 00002482,FA26:E 00002482,001-002-LA,lab,Francesco Lanza Di Scalea,25,,class,F,Friday,,4:00pm,4:50pm,SME,SME 143,0,0
FA26,SE,264,SE 264,Sensors/Data Acquisition SE,GR,E 00002385,FA26:E 00002385,001-000-LE,lecture,Ken Loh,25,,class,R,Thursday,,12:30pm,1:50pm,DIB,DIB 121,0,0
FA26,SE,264,SE 264,Sensors/Data Acquisition SE,GR,E 00002385,FA26:E 00002385,001-000-LE,lecture,Ken Loh,25,,class,T,Tuesday,,12:30pm,1:50pm,DIB,DIB 121,0,0
FA26,SE,264,SE 264,Sensors/Data Acquisition SE,GR,E 00002386,FA26:E 00002386,001-001-LA,lab,Ken Loh,25,,class,F,Friday,,12:00pm,12:50pm,DIB,DIB 122,0,0
FA26,SE,276A,SE 276A,Finite Elemnt in Solid Mech I,GR,E 00002387,FA26:E 00002387,001-000-LE,lecture,Jiun-Shyan Chen,52,,class,R,Thursday,,11:00am,12:20pm,FAH,FAH 1101,0,0
FA26,SE,276A,SE 276A,Finite Elemnt in Solid Mech I,GR,E 00002387,FA26:E 00002387,001-000-LE,lecture,Jiun-Shyan Chen,52,,class,T,Tuesday,,11:00am,12:20pm,FAH,FAH 1101,0,0
FA26,SE,276A,SE 276A,Finite Elemnt in Solid Mech I,GR,E 00002387,FA26:E 00002387,001-000-LE,lecture,Jiun-Shyan Chen,52,,final,W,Wednesday,2026-12-09,11:30am,2:29pm,FAH,FAH 1101,0,0
FA26,SE,285,SE 285,Structural Optimization,GR,E 00002388,FA26:E 00002388,001-000-LE,lecture,H Alicia Kim,20,,class,R,Thursday,,12:30pm,1:50pm,HSS,HSS 2305A,0,0
FA26,SE,285,SE 285,Structural Optimization,GR,E 00002388,FA26:E 00002388,001-000-LE,lecture,H Alicia Kim,20,,class,T,Tuesday,,12:30pm,1:50pm,HSS,HSS 2305A,0,0
FA26,SE,285,SE 285,Structural Optimization,GR,E 00002388,FA26:E 00002388,001-000-LE,lecture,H Alicia Kim,20,,final,F,Friday,2026-12-11,11:30am,2:29pm,HSS,HSS 2305A,0,0
FA26,SE,290,SE 290,Structural Engineering Seminar,GR,E 00002389,FA26:E 00002389,001-000-SE,se,Ahmed-Waeil Elgamal,120,,class,M,Monday,,12:00pm,12:50pm,CENTR,CENTR 216,0,0
FA26,SE,290,SE 290,Structural Engineering Seminar,GR,E 00002389,FA26:E 00002389,001-000-SE,se,Ahmed-Waeil Elgamal,120,,class,W,Wednesday,,12:00pm,12:50pm,CENTR,CENTR 216,0,0
FA26,SE,296,SE 296,Independent Study,GR,EL00001894,FA26:EL00001894,001-000-IN,in,Jiun-Shyan Chen,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001895,FA26:EL00001895,002-000-IN,in,Joel Conte,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001896,FA26:EL00001896,003-000-IN,in,Ahmed-Waeil Elgamal,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001897,FA26:EL00001897,004-000-IN,in,Tara Hutchinson,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001898,FA26:EL00001898,005-000-IN,in,Shabnam Semnani,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001899,FA26:EL00001899,006-000-IN,in,Hyonny Kim,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001900,FA26:EL00001900,007-000-IN,in,H Alicia Kim,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001901,FA26:EL00001901,008-000-IN,in,John Kosmatka,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001902,FA26:EL00001902,009-000-IN,in,Petr Krysl,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001903,FA26:EL00001903,010-000-IN,in,Falko Kuester,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001904,FA26:EL00001904,011-000-IN,in,Francesco Lanza Di Scalea,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001905,FA26:EL00001905,012-000-IN,in,Ken Loh,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001906,FA26:EL00001906,013-000-IN,in,John Mccartney,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001907,FA26:EL00001907,014-000-IN,in,Machel Morrison,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001908,FA26:EL00001908,015-000-IN,in,Gilberto Mosqueda,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001909,FA26:EL00001909,016-000-IN,in,Yu Qiao,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001910,FA26:EL00001910,017-000-IN,in,Michael Todd,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001911,FA26:EL00001911,018-000-IN,in,Ingrid Tomac,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001912,FA26:EL00001912,019-000-IN,in,Georgios Tsampras,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001913,FA26:EL00001913,020-000-IN,in,Chia-Ming Uang,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001914,FA26:EL00001914,021-000-IN,in,Lelli Van Den Einde,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001915,FA26:EL00001915,022-000-IN,in,Qiang Zhu,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001916,FA26:EL00001916,023-000-IN,in,Mehran Tehrani,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001917,FA26:EL00001917,024-000-IN,in,Alessandro Palermo,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,296,SE 296,Independent Study,GR,EL00001918,FA26:EL00001918,025-000-IN,in,Mayank Chadha,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001869,FA26:EL00001869,001-000-IN,in,Jiun-Shyan Chen,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001870,FA26:EL00001870,002-000-IN,in,Joel Conte,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001871,FA26:EL00001871,003-000-IN,in,Ahmed-Waeil Elgamal,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001872,FA26:EL00001872,004-000-IN,in,Tara Hutchinson,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001873,FA26:EL00001873,005-000-IN,in,Shabnam Semnani,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001874,FA26:EL00001874,006-000-IN,in,Hyonny Kim,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001875,FA26:EL00001875,007-000-IN,in,H Alicia Kim,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001876,FA26:EL00001876,008-000-IN,in,John Kosmatka,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001877,FA26:EL00001877,009-000-IN,in,Petr Krysl,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001878,FA26:EL00001878,010-000-IN,in,Falko Kuester,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001879,FA26:EL00001879,011-000-IN,in,Francesco Lanza Di Scalea,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001880,FA26:EL00001880,012-000-IN,in,Ken Loh,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001881,FA26:EL00001881,013-000-IN,in,John Mccartney,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001882,FA26:EL00001882,014-000-IN,in,Machel Morrison,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001883,FA26:EL00001883,015-000-IN,in,Gilberto Mosqueda,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001884,FA26:EL00001884,016-000-IN,in,Yu Qiao,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001885,FA26:EL00001885,017-000-IN,in,Michael Todd,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001886,FA26:EL00001886,018-000-IN,in,Ingrid Tomac,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001887,FA26:EL00001887,019-000-IN,in,Georgios Tsampras,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001888,FA26:EL00001888,020-000-IN,in,Chia-Ming Uang,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001889,FA26:EL00001889,021-000-IN,in,Lelli Van Den Einde,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001890,FA26:EL00001890,022-000-IN,in,Qiang Zhu,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001891,FA26:EL00001891,023-000-IN,in,Mehran Tehrani,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001892,FA26:EL00001892,024-000-IN,in,Alessandro Palermo,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,299,SE 299,Graduate Research,GR,EL00001893,FA26:EL00001893,025-000-IN,in,Mayank Chadha,9999,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,501,SE 501,Teaching Experience,GR,EL00001919,FA26:EL00001919,001-000-LE,lecture,Joel Conte,99,,class,,,,tba,tba,tba,tba,0,1
FA26,SE,501,SE 501,Teaching Experience,GR,EL00001920,FA26:EL00001920,002-000-LE,lecture,Francesco Lanza Di Scalea,99,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,001,SIO 001,The Planets,LD,E 00002083,FA26:E 00002083,001-000-LE,lecture,David Stegman,80,,class,F,Friday,,10:00am,10:50am,CENTR,CENTR 105,0,0
FA26,SIO,001,SIO 001,The Planets,LD,E 00002083,FA26:E 00002083,001-000-LE,lecture,David Stegman,80,,class,M,Monday,,10:00am,10:50am,CENTR,CENTR 105,0,0
FA26,SIO,001,SIO 001,The Planets,LD,E 00002083,FA26:E 00002083,001-000-LE,lecture,David Stegman,80,,class,W,Wednesday,,10:00am,10:50am,CENTR,CENTR 105,0,0
FA26,SIO,001,SIO 001,The Planets,LD,E 00002083,FA26:E 00002083,001-000-LE,lecture,David Stegman,80,,final,F,Friday,2026-12-11,8:00am,10:59am,CENTR,CENTR 105,0,0
FA26,SIO,001,SIO 001,The Planets,LD,E 00002086,FA26:E 00002086,001-003-DI,discussion,David Stegman,40,,class,T,Tuesday,,1:00pm,1:50pm,HSS,HSS 1128A,0,0
FA26,SIO,001,SIO 001,The Planets,LD,E 00002087,FA26:E 00002087,001-004-DI,discussion,David Stegman,40,,class,T,Tuesday,,2:00pm,2:50pm,HSS,HSS 1128A,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002088,FA26:E 00002088,001-000-LE,lecture,Elizabeth Hetherington,80,,class,F,Friday,,2:00pm,2:50pm,COA,COA B27,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002088,FA26:E 00002088,001-000-LE,lecture,Elizabeth Hetherington,80,,class,M,Monday,,2:00pm,2:50pm,COA,COA B27,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002088,FA26:E 00002088,001-000-LE,lecture,Elizabeth Hetherington,80,,class,W,Wednesday,,2:00pm,2:50pm,COA,COA B27,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002088,FA26:E 00002088,001-000-LE,lecture,Elizabeth Hetherington,80,,final,W,Wednesday,2026-12-09,3:00pm,5:59pm,COA,COA B27,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002089,FA26:E 00002089,001-001-DI,discussion,Elizabeth Hetherington,40,,class,R,Thursday,,11:00am,11:50am,WLH,WLH 2208,0,0
FA26,SIO,003,SIO 003,Life in the Oceans,LD,E 00002090,FA26:E 00002090,001-002-DI,discussion,Elizabeth Hetherington,40,,class,R,Thursday,,12:00pm,12:50pm,WLH,WLH 2208,0,0
FA26,SIO,015,SIO 015,Natural Disasters,LD,E 00002091,FA26:E 00002091,001-000-LE,lecture,Maria Laske,346,,class,F,Friday,,3:00pm,3:50pm,CTL,CTL 0125,0,0
FA26,SIO,015,SIO 015,Natural Disasters,LD,E 00002091,FA26:E 00002091,001-000-LE,lecture,Maria Laske,346,,class,M,Monday,,3:00pm,3:50pm,CTL,CTL 0125,0,0
FA26,SIO,015,SIO 015,Natural Disasters,LD,E 00002091,FA26:E 00002091,001-000-LE,lecture,Maria Laske,346,,class,W,Wednesday,,3:00pm,3:50pm,CTL,CTL 0125,0,0
FA26,SIO,015,SIO 015,Natural Disasters,LD,E 00002091,FA26:E 00002091,001-000-LE,lecture,Maria Laske,346,,final,F,Friday,2026-12-11,3:00pm,5:59pm,CTL,CTL 0125,0,0
FA26,SIO,020R,SIO 020R,The Atmosphere,LD,EL00001921,FA26:EL00001921,001-000-LE,lecture,Lynn Russell,240,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,020R,SIO 020R,The Atmosphere,LD,EL00001922,FA26:EL00001922,001-001-DI,discussion,Lynn Russell,240,,class,,,,tba,tba,tba,tba,0,1
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002092,FA26:E 00002092,001-000-LE,lecture,Lihini Aluwihare,320,,class,F,Friday,,1:00pm,1:50pm,CTL,CTL 0125,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002092,FA26:E 00002092,001-000-LE,lecture,Lihini Aluwihare,320,,class,M,Monday,,1:00pm,1:50pm,CTL,CTL 0125,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002092,FA26:E 00002092,001-000-LE,lecture,Lihini Aluwihare,320,,class,W,Wednesday,,1:00pm,1:50pm,CTL,CTL 0125,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002092,FA26:E 00002092,001-000-LE,lecture,Lihini Aluwihare,320,,final,M,Monday,2026-12-07,11:30am,2:29pm,CTL,CTL 0125,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002093,FA26:E 00002093,001-001-DI,discussion,Lihini Aluwihare,40,,class,T,Tuesday,,10:00am,10:50am,RWAC,RWAC 0115,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002094,FA26:E 00002094,001-002-DI,discussion,Lihini Aluwihare,40,,class,T,Tuesday,,11:00am,11:50am,RWAC,RWAC 0115,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002095,FA26:E 00002095,001-003-DI,discussion,Lihini Aluwihare,40,,class,W,Wednesday,,2:00pm,2:50pm,PODEM,PODEM 0133,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002096,FA26:E 00002096,001-004-DI,discussion,Lihini Aluwihare,40,,class,W,Wednesday,,3:00pm,3:50pm,PODEM,PODEM 0133,0,0
FA26,SIO,030,SIO 030,The Oceans,LD,E 00002097,FA26:E 00002097,001-005-DI,discussion,Lihini Aluwihare,40,,class,R,Thursday,,1:00pm,1:50pm,WLH,WLH 2208,0,0
